LIFe Code,GN Code,Name in Sinhala,Name in Tamil,Name in English,MPA Code,Province,Province No,Province Sinhala,Province Tamil,Province English,District,Province No,Province Sinhala,Province Tamil,Province English,Divisional Secretariat,Province No,Province Sinhala,Province Tamil,Province English
1-1-09-235,235,_______ ____,____________,Kumaragewatta,479D,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,9: ______/ _________/ Kaduwela,9,______,_________,Kaduwela
1-1-09-240,240,_______,__________ __,Jayawadanagama,479,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,9: ______/ _________/ Kaduwela,9,______,_________,Kaduwela
1-1-09-245,245,__________,____________,Aruppitiya,479F,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,9: ______/ _________/ Kaduwela,9,______,_________,Kaduwela
1-1-09-250,250,_____ ___,________,Asiri Uyana,479B,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,9: ______/ _________/ Kaduwela,9,______,_________,Kaduwela
1-1-09-255,255,__________ _   ____,__________ _______,Battaramulla South,492A,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,9: ______/ _________/ Kaduwela,9,______,_________,Kaduwela
1-1-09-260,260,_________,__________,Rajamalwatta,492D,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,9: ______/ _________/ Kaduwela,9,______,_________,Kaduwela
1-1-09-265,265,______,_______,Pahalawela,479A,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,9: ______/ _________/ Kaduwela,9,______,_________,Kaduwela
1-1-09-270,270,______________,________________,Wickramasinghapura,479C,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,9: ______/ _________/ Kaduwela,9,______,_________,Kaduwela
1-1-09-275,275,____________,_____________,Wellangiriya,495,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,9: ______/ _________/ Kaduwela,9,______,_________,Kaduwela
1-1-09-280,280,_______ ____,____________ _______,Hokandara South,494C,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,9: ______/ _________/ Kaduwela,9,______,_________,Kaduwela
1-1-09-285,285,______________,____________ _______,Athurugiriya South,490A,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,9: ______/ _________/ Kaduwela,9,______,_________,Kaduwela
1-1-12-005,005,_____,_____,Jalthara,449,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-010,010,_______,____________,Henpita,451,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-015,015,_____ _____,_____ _______,Atigala West,446A,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-020,020,_____ ________,_____ _______,Atigala East,446,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-025,025,____,______,Batawala,450,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-030,030,______,________,Walpita,450A,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-035,035,_________,_________,Nawalamulla,482D,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-040,040,__________,__________,Meegasmulla,482E,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-045,045,_____  ____,_____ ______,Habarakada North,481,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-050,050,________ ____,_________ ______,Mullegama North,481D,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-055,055,________ ____,_________ _______,Mullegama South,481A,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-060,060,_____  ____,_____ _______,Habarakada South,481B,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-065,065,______ ____,___________ _____,Panagoda Town,482B,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-070,070,_______,________,Henawatta,482C,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-075,075,_____   ____,_________ ______,Meegoda North,447,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-080,080,______,_____,Panaluwa,447B,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-085,085,_____ ____,_________ ______,Watareka North,448B,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-090,090,_____ ____,________ _______,Meegoda South,447A,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-095,095,_____ ____,_______ ______,Godagama North,483,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-100,100,______ _____,_________ _______,Panagoda West,482,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-105,105,______ ________,_________ _______,Panagoda East,482A,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-110,110,_____ ____,_____ ____,Habarakada Watta,481C,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-115,115,______ ____,__________ ______,Homagama North,486,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-120,120,______  ________,__________ _______,Homagama West,486B,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-125,125,______  ____,__________ _______,Homagama South,486F,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-130,130,_________  ____,_________  ______,Galavilawatta North,486C,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-135,135,______ ____,__________ _____,Homagama Town,486A,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-140,140,______ ________,__________ _______,Homagama East,486D,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-145,145,______ ____,________ _____,Pitipana Town,484B,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-150,150,_____  ____,_______ _______,Godagama South,483A,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-155,155,__________,____________,Kurunduwatta,448C,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-160,160,________,__________,Gehenuwala,447C,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-165,165,_____ ____,_________ _______,Watareka South,448,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-170,170,_______,_______,Ovitigama,448A,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-175,175,_______,__________,Kandhanawatta,484D,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-180,180,_____________,________________,Kiriberiyakele,484F,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-185,185,______,________,Mawathagama,485,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-190,190,______,________,Katuwana,486E,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-195,195,_________ ____,_________ _______,Galavilawatta South,486G,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-200,200,______,_________,Niyadagala,499A,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-205,205,_________,___________,Hiripitiya,499G,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-210,210,___________,_____________,Mambulgoda,500A,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-215,215,________,____________,Kithulhena,591C,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-220,220,__________    ____,___________ ______,Siddamulla North,591,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-225,225,__________ ____,__________ _______,Siddamulla South,591B,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-230,230,________ _____,___________ _______,Mattegoda West,587,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-235,235,________ ______ _,______ ___________  A,Mattegoda Central  A,587A,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-240,240,________ ________,___________ _______,Mattegoda East,587C,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-245,245,__________,________,Brahmanagama,500,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-250,250,_________,__________,Deepangoda,590B,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-255,255,_______ _____,_______ _______,Magammana West,590A,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-260,260,_______ _______,_______ _______,Magammana East,590,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-265,265,_____,_____,Uduwana,485A,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-270,270,___________,__________,Prasannapura,484G,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-275,275,______ ____,________ ______,Pitipana North,484,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-280,280,___________,_________,Suwapubudugama,484E,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-285,285,______   ____,________ _______,Pitipana South,484A,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
1-1-12-290,290,______,________,Dolahena,484C,1: ________/ ______/ Western,1,________,______,Western,1: ____/ __________/ Colombo,1,____,__________,Colombo,12: ______/ _______/ Homagama,12,______,_______,Homagama
